year,month,state,rto,vehicle_class,fuel,value,unit,note
2014,June,Goa,All Vahan Running Office,MOTOR CAB,DIESEL,11,value in Absolute Number,
2015,April,Nagaland,All Vahan Running Office,THREE WHEELER (GOODS),DIESEL,2,value in Absolute Number,
2016,March,Tripura,All Vahan Running Office,MOPED,PETROL,3,value in Absolute Number,
2020,April,Uttarakhand,All Vahan Running Office,CASH VAN,DIESEL,2,value in Absolute Number,
2014,November,Punjab,All Vahan Running Office,MOTOR CAR,PETROL/CNG,24,value in Absolute Number,
2020,March,Maharashtra,All Vahan Running Office,THREE WHEELER (PASSENGER),ELECTRIC(BOV),1,value in Absolute Number,
2024,May,Rajasthan,All Vahan Running Office,RECOVERY VEHICLE,DIESEL,4,value in Absolute Number,
2014,August,Ladakh,All Vahan Running Office,MOTOR CAR,PETROL,177,value in Absolute Number,
2017,January,Karnataka,All Vahan Running Office,CRANE MOUNTED VEHICLE,DIESEL,28,value in Absolute Number,
2015,March,Maharashtra,All Vahan Running Office,THREE WHEELER (GOODS),DIESEL,501,value in Absolute Number,
2015,November,Bihar,All Vahan Running Office,THREE WHEELER (PASSENGER),DIESEL,3320,value in Absolute Number,
2023,January,Dadra and Nagar Haveli and Daman and Diu,All Vahan Running Office,ARTICULATED VEHICLE,DIESEL,12,value in Absolute Number,
2021,June,Maharashtra,All Vahan Running Office,MOPED,PETROL,999,value in Absolute Number,
2024,April,Maharashtra,All Vahan Running Office,ARTICULATED VEHICLE,NOT APPLICABLE,1,value in Absolute Number,
2024,August,Assam,All Vahan Running Office,MOTOR CAR,DIESEL/HYBRID,1,value in Absolute Number,
2016,September,Andhra Pradesh,All Vahan Running Office,HARVESTER,DIESEL,25,value in Absolute Number,
2021,June,Rajasthan,All Vahan Running Office,TRACTOR-TROLLEY(COMMERCIAL),NOT APPLICABLE,32,value in Absolute Number,
2025,February,Tamil Nadu,All Vahan Running Office,MOTOR CAR,DIESEL/HYBRID,31,value in Absolute Number,
2017,June,Kerala,All Vahan Running Office,PRIVATE SERVICE VEHICLE,DIESEL,21,value in Absolute Number,
2024,August,Gujarat,All Vahan Running Office,BUS,CNG ONLY,88,value in Absolute Number,
2020,April,Madhya Pradesh,All Vahan Running Office,TRAILER (AGRICULTURAL),DIESEL,9,value in Absolute Number,
2015,August,Jammu and Kashmir,All Vahan Running Office,GOODS CARRIER,DIESEL,588,value in Absolute Number,
2019,April,Chhattisgarh,All Vahan Running Office,AGRICULTURAL TRACTOR,DIESEL,1572,value in Absolute Number,
2024,January,Jammu and Kashmir,All Vahan Running Office,MAXI CAB,PETROL/HYBRID,2,value in Absolute Number,
2024,May,Maharashtra,All Vahan Running Office,THREE WHEELER (PERSONAL),ELECTRIC(BOV),1,value in Absolute Number,
2023,April,Chandigarh,All Vahan Running Office,M-CYCLE/SCOOTER,ELECTRIC(BOV),125,value in Absolute Number,
2024,June,Uttarakhand,All Vahan Running Office,MAXI CAB,PETROL,17,value in Absolute Number,
2017,July,Bihar,All Vahan Running Office,THREE WHEELER (GOODS),DIESEL,486,value in Absolute Number,
2021,August,Tripura,All Vahan Running Office,MOTOR CAB,PETROL/HYBRID,1,value in Absolute Number,
2017,December,Uttar Pradesh,All Vahan Running Office,THREE WHEELER (PASSENGER),PETROL,51,value in Absolute Number,
2018,January,Andhra Pradesh,All Vahan Running Office,RECOVERY VEHICLE,DIESEL,2,value in Absolute Number,
2014,June,Nagaland,All Vahan Running Office,M-CYCLE/SCOOTER,PETROL,287,value in Absolute Number,
2021,July,Kerala,All Vahan Running Office,AGRICULTURAL TRACTOR,DIESEL,24,value in Absolute Number,
2016,September,Jharkhand,All Vahan Running Office,TRACTOR-TROLLEY(COMMERCIAL),DIESEL,36,value in Absolute Number,
2015,November,Assam,All Vahan Running Office,MOTOR CAR,LPG ONLY,1,value in Absolute Number,
2021,December,Madhya Pradesh,All Vahan Running Office,CONSTRUCTION EQUIPMENT VEHICLE,DIESEL,6,value in Absolute Number,
2022,February,Maharashtra,All Vahan Running Office,AGRICULTURAL TRACTOR,DIESEL,8365,value in Absolute Number,
2024,April,Ladakh,All Vahan Running Office,MOTOR CAB,PETROL/HYBRID,42,value in Absolute Number,
2019,January,Jammu and Kashmir,All Vahan Running Office,MOTOR CAR,PETROL/HYBRID,33,value in Absolute Number,
2021,July,Rajasthan,All Vahan Running Office,TRACTOR-TROLLEY(COMMERCIAL),NOT APPLICABLE,40,value in Absolute Number,
2021,April,Jharkhand,All Vahan Running Office,THREE WHEELER (PASSENGER),CNG ONLY,87,value in Absolute Number,
2021,April,Nagaland,All Vahan Running Office,MAXI CAB,PETROL,6,value in Absolute Number,
2016,June,Uttarakhand,All Vahan Running Office,CONSTRUCTION EQUIPMENT VEHICLE,DIESEL,1,value in Absolute Number,
2015,May,Punjab,All Vahan Running Office,MOTOR CAR,PETROL,2991,value in Absolute Number,
2021,December,Gujarat,All Vahan Running Office,AMBULANCE,DIESEL,43,value in Absolute Number,
2015,March,Madhya Pradesh,All Vahan Running Office,MOTOR CAR,PETROL,3286,value in Absolute Number,
2025,April,Uttar Pradesh,All Vahan Running Office,MOBILE CLINIC,DIESEL,2,value in Absolute Number,
2017,March,Arunachal Pradesh,All Vahan Running Office,MOPED,NOT APPLICABLE,63,value in Absolute Number,
2025,January,West Bengal,All Vahan Running Office,MOTOR CAR,DIESEL/HYBRID,21,value in Absolute Number,
2019,November,Andhra Pradesh,All Vahan Running Office,BUS,DIESEL,179,value in Absolute Number,
2019,June,Delhi,All Vahan Running Office,MOTOR CAR,PETROL,6788,value in Absolute Number,
2023,October,Rajasthan,All Vahan Running Office,THREE WHEELER (PASSENGER),ELECTRIC(BOV),109,value in Absolute Number,
2020,January,Uttar Pradesh,All Vahan Running Office,ARTICULATED VEHICLE,DIESEL,47,value in Absolute Number,
2023,March,Uttarakhand,All Vahan Running Office,ADAPTED VEHICLE,PETROL,3,value in Absolute Number,
2019,March,Karnataka,All Vahan Running Office,THREE WHEELER (PASSENGER),PETROL,61,value in Absolute Number,
2018,July,Dadra and Nagar Haveli and Daman and Diu,All Vahan Running Office,M-CYCLE/SCOOTER,PETROL,802,value in Absolute Number,
2023,January,Assam,All Vahan Running Office,MAXI CAB,PETROL,13,value in Absolute Number,
2018,March,Punjab,All Vahan Running Office,HARVESTER,DIESEL/HYBRID,1,value in Absolute Number,
2017,March,Haryana,All Vahan Running Office,MOTOR CAB,DIESEL/HYBRID,2,value in Absolute Number,
2022,December,Odisha,All Vahan Running Office,OMNI BUS,DIESEL,86,value in Absolute Number,
2015,October,Chhattisgarh,All Vahan Running Office,BUS,DIESEL,46,value in Absolute Number,
2014,March,Bihar,All Vahan Running Office,TRACTOR (COMMERCIAL),ELECTRIC(BOV),1,value in Absolute Number,
2020,April,Odisha,All Vahan Running Office,GOODS CARRIER,PETROL,1,value in Absolute Number,
2016,January,West Bengal,All Vahan Running Office,ARTICULATED VEHICLE,DIESEL,12,value in Absolute Number,
2017,March,Maharashtra,All Vahan Running Office,MOTOR CAR,PETROL/HYBRID,19,value in Absolute Number,
2021,August,Andhra Pradesh,All Vahan Running Office,OMNI BUS,DIESEL,79,value in Absolute Number,
2023,October,Maharashtra,All Vahan Running Office,THREE WHEELER (GOODS),ELECTRIC(BOV),237,value in Absolute Number,
2023,February,Meghalaya,All Vahan Running Office,MOTOR CAR,PETROL/HYBRID,40,value in Absolute Number,
2015,August,Mizoram,All Vahan Running Office,MOPED,PETROL,11,value in Absolute Number,
2024,August,Uttar Pradesh,All Vahan Running Office,OMNI BUS (PRIVATE USE),DIESEL,3,value in Absolute Number,
2019,June,Punjab,All Vahan Running Office,MAXI CAB,DIESEL,42,value in Absolute Number,
2018,January,Ladakh,All Vahan Running Office,BUS,DIESEL,1,value in Absolute Number,
2023,August,Delhi,All Vahan Running Office,THREE WHEELER (PERSONAL),CNG ONLY,1,value in Absolute Number,
2020,February,Rajasthan,All Vahan Running Office,FORK LIFT,DIESEL,2,value in Absolute Number,
2015,February,Gujarat,All Vahan Running Office,CRANE MOUNTED VEHICLE,DIESEL,73,value in Absolute Number,
2019,May,Jharkhand,All Vahan Running Office,TRAILER (COMMERCIAL),NOT APPLICABLE,23,value in Absolute Number,
2019,March,Goa,All Vahan Running Office,MOTOR CAR,PETROL/CNG,4,value in Absolute Number,
2021,October,Nagaland,All Vahan Running Office,GOODS CARRIER,PETROL,3,value in Absolute Number,
2016,May,Maharashtra,All Vahan Running Office,EARTH MOVING EQUIPMENT,DIESEL,10,value in Absolute Number,
2017,July,Bihar,All Vahan Running Office,FIRE FIGHTING VEHICLE,DIESEL,5,value in Absolute Number,
2015,September,Madhya Pradesh,All Vahan Running Office,TRAILER (AGRICULTURAL),DIESEL,14,value in Absolute Number,
2022,April,Rajasthan,All Vahan Running Office,THREE WHEELER (PASSENGER),CNG ONLY,395,value in Absolute Number,
2018,May,Jammu and Kashmir,All Vahan Running Office,EDUCATIONAL INSTITUTION BUS,DIESEL,66,value in Absolute Number,
2018,February,Nagaland,All Vahan Running Office,CONSTRUCTION EQUIPMENT VEHICLE,DIESEL,106,value in Absolute Number,
2019,September,Gujarat,All Vahan Running Office,THREE WHEELER (PASSENGER),PETROL,3,value in Absolute Number,
2019,June,Kerala,All Vahan Running Office,E-RICKSHAW(P),ELECTRIC(BOV),3,value in Absolute Number,
2020,April,Rajasthan,All Vahan Running Office,MOTOR CAR,PETROL/HYBRID,35,value in Absolute Number,
2022,December,Karnataka,All Vahan Running Office,EARTH MOVING EQUIPMENT,DIESEL,101,value in Absolute Number,
2019,March,Mizoram,All Vahan Running Office,MOTOR CAB,PETROL,29,value in Absolute Number,
2015,February,Dadra and Nagar Haveli and Daman and Diu,All Vahan Running Office,HMT LIMITED,Not Available,1,value in Absolute Number,
2022,February,West Bengal,All Vahan Running Office,MOTOR CAR,PETROL,5845,value in Absolute Number,
2022,September,Uttar Pradesh,All Vahan Running Office,OMNI BUS,CNG ONLY,1,value in Absolute Number,
2023,August,Rajasthan,All Vahan Running Office,MOPED,ELECTRIC(BOV),26,value in Absolute Number,
2018,November,Odisha,All Vahan Running Office,LUXURY CAB,PETROL,1,value in Absolute Number,
2021,March,Dadra and Nagar Haveli and Daman and Diu,All Vahan Running Office,GOODS CARRIER,DIESEL,235,value in Absolute Number,
2024,July,Uttarakhand,All Vahan Running Office,M-CYCLE/SCOOTER,PETROL/ETHANOL,340,value in Absolute Number,
2024,June,Kerala,All Vahan Running Office,M-CYCLE/SCOOTER,PETROL,30335,value in Absolute Number,
2020,May,Lakshadweep,All Vahan Running Office,MOTOR CAR,DIESEL,1,value in Absolute Number,
2023,May,Karnataka,All Vahan Running Office,M-CYCLE/SCOOTER-WITH SIDE CAR,PETROL/ETHANOL,2,value in Absolute Number,
2017,September,Jammu and Kashmir,All Vahan Running Office,PRIVATE SERVICE VEHICLE,DIESEL,18,value in Absolute Number,
2019,October,Uttar Pradesh,All Vahan Running Office,TRACTOR (COMMERCIAL),DIESEL,72,value in Absolute Number,
2021,June,Bihar,All Vahan Running Office,MOTOR CAR,PETROL,4071,value in Absolute Number,
2016,May,Jammu and Kashmir,All Vahan Running Office,GOODS CARRIER,PETROL,5,value in Absolute Number,
2019,April,Mizoram,All Vahan Running Office,MAXI CAB,DIESEL,3,value in Absolute Number,
2020,December,West Bengal,All Vahan Running Office,ROAD ROLLER,DIESEL,1,value in Absolute Number,
2018,December,Rajasthan,All Vahan Running Office,AMBULANCE,PETROL,3,value in Absolute Number,
2021,November,Chhattisgarh,All Vahan Running Office,THREE WHEELER (GOODS),DIESEL,82,value in Absolute Number,
2020,July,Tamil Nadu,All Vahan Running Office,BUS,DIESEL,1,value in Absolute Number,
2016,July,Assam,All Vahan Running Office,MOTOR CAB,PETROL/CNG,2,value in Absolute Number,
2022,March,Ladakh,All Vahan Running Office,CAMPER VAN / TRAILER (PRIVATE USE),DIESEL,16,value in Absolute Number,
2022,January,Odisha,All Vahan Running Office,GOODS CARRIER,PETROL,149,value in Absolute Number,
2020,March,Jharkhand,All Vahan Running Office,E-RICKSHAW WITH CART (G),ELECTRIC(BOV),2,value in Absolute Number,
2021,September,Karnataka,All Vahan Running Office,AGRICULTURAL TRACTOR,NOT APPLICABLE,10,value in Absolute Number,
2019,February,Jharkhand,All Vahan Running Office,OMNI BUS,PETROL,1,value in Absolute Number,
2023,December,Andaman and Nicobar Islands,All Vahan Running Office,THREE WHEELER (GOODS),DIESEL,1,value in Absolute Number,
2017,July,Nagaland,All Vahan Running Office,CRANE MOUNTED VEHICLE,DIESEL,7,value in Absolute Number,
2016,April,Goa,All Vahan Running Office,MOTOR CAR,NOT APPLICABLE,2,value in Absolute Number,
2024,September,Maharashtra,All Vahan Running Office,MOPED,ELECTRIC(BOV),228,value in Absolute Number,
2021,January,Tripura,All Vahan Running Office,THREE WHEELER (PASSENGER),PETROL/CNG,233,value in Absolute Number,
2017,May,Mizoram,All Vahan Running Office,M-CYCLE/SCOOTER,PETROL,1226,value in Absolute Number,
2024,January,Himachal Pradesh,All Vahan Running Office,CAMPER VAN / TRAILER (PRIVATE USE),PETROL,1,value in Absolute Number,
2015,December,Haryana,All Vahan Running Office,MOTOR CAB,PETROL,19,value in Absolute Number,
2020,October,Madhya Pradesh,All Vahan Running Office,OMNI BUS (PRIVATE USE),DIESEL,109,value in Absolute Number,
2015,July,Punjab,All Vahan Running Office,THREE WHEELER (GOODS),DIESEL,41,value in Absolute Number,
2019,March,Bihar,All Vahan Running Office,GOODS CARRIER,DIESEL,2401,value in Absolute Number,
2023,January,Chandigarh,All Vahan Running Office,ADAPTED VEHICLE,PETROL,5,value in Absolute Number,
2014,December,Dadra and Nagar Haveli and Daman and Diu,All Vahan Running Office,MOTOR CAR,PETROL,109,value in Absolute Number,
2015,January,Goa,All Vahan Running Office,MOTOR CAB,NOT APPLICABLE,3,value in Absolute Number,
2025,April,Delhi,All Vahan Running Office,MOTOR CAR,PETROL,6762,value in Absolute Number,
2016,May,Haryana,All Vahan Running Office,MOTOR CAR,PETROL/HYBRID,1,value in Absolute Number,
2024,September,Jammu and Kashmir,All Vahan Running Office,AGRICULTURAL TRACTOR,DIESEL,239,value in Absolute Number,
2018,December,Goa,All Vahan Running Office,MOPED,PETROL,389,value in Absolute Number,
2024,December,Karnataka,All Vahan Running Office,THREE WHEELER (PERSONAL),LPG ONLY,2,value in Absolute Number,
2024,January,Tripura,All Vahan Running Office,MOTOR CAR,PETROL/CNG,198,value in Absolute Number,
2021,April,Dadra and Nagar Haveli and Daman and Diu,All Vahan Running Office,THREE WHEELER (PASSENGER),CNG ONLY,3,value in Absolute Number,
2020,February,Uttar Pradesh,All Vahan Running Office,TRAILER (AGRICULTURAL),NOT APPLICABLE,2,value in Absolute Number,
2024,February,Assam,All Vahan Running Office,ARMOURED/SPECIALISED VEHICLE,DIESEL,1,value in Absolute Number,
2016,April,Himachal Pradesh,All Vahan Running Office,BUS,DIESEL,32,value in Absolute Number,
2019,January,Jammu and Kashmir,All Vahan Running Office,MOTOR CAR,PETROL,5176,value in Absolute Number,
2024,December,Odisha,All Vahan Running Office,MOTOR CAR,STRONG HYBRID EV,77,value in Absolute Number,
2014,December,Tamil Nadu,All Vahan Running Office,MOTOR CAR,NOT APPLICABLE,5,value in Absolute Number,
2021,October,Madhya Pradesh,All Vahan Running Office,THREE WHEELER (PASSENGER),PETROL/LPG,7,value in Absolute Number,
2016,October,West Bengal,All Vahan Running Office,OMNI BUS (PRIVATE USE),PETROL/LPG,224,value in Absolute Number,
2017,August,Chhattisgarh,All Vahan Running Office,EDUCATIONAL INSTITUTION BUS,DIESEL,122,value in Absolute Number,
2014,April,Karnataka,All Vahan Running Office,EARTH MOVING EQUIPMENT,DIESEL,92,value in Absolute Number,
2024,October,Gujarat,All Vahan Running Office,MOPED,PETROL,10406,value in Absolute Number,
2018,November,Maharashtra,All Vahan Running Office,GOODS CARRIER,PETROL,3,value in Absolute Number,
2024,February,Maharashtra,All Vahan Running Office,TREE TRIMMING VEHICLE,DIESEL,3,value in Absolute Number,
2015,February,Ladakh,All Vahan Running Office,AGRICULTURAL TRACTOR,DIESEL,2,value in Absolute Number,
2022,February,Chandigarh,All Vahan Running Office,THREE WHEELER (GOODS),ELECTRIC(BOV),3,value in Absolute Number,
2020,March,Odisha,All Vahan Running Office,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),PETROL,1,value in Absolute Number,
2023,January,Chandigarh,All Vahan Running Office,MOTOR CAB,DIESEL,4,value in Absolute Number,
2020,September,Haryana,All Vahan Running Office,M-CYCLE/SCOOTER-WITH SIDE CAR,PETROL,12,value in Absolute Number,
2023,June,Jammu and Kashmir,All Vahan Running Office,THREE WHEELER (GOODS),PETROL,13,value in Absolute Number,
2015,May,Gujarat,All Vahan Running Office,M-CYCLE/SCOOTER,NOT APPLICABLE,209,value in Absolute Number,
2023,August,Arunachal Pradesh,All Vahan Running Office,TRAILER (COMMERCIAL),NOT APPLICABLE,16,value in Absolute Number,
2015,October,Andhra Pradesh,All Vahan Running Office,THREE WHEELER (PASSENGER),NOT APPLICABLE,7,value in Absolute Number,
2017,March,Tripura,All Vahan Running Office,MOTOR CAR,PETROL,214,value in Absolute Number,
2015,September,Rajasthan,All Vahan Running Office,BUS,DIESEL,437,value in Absolute Number,
2020,March,Uttar Pradesh,All Vahan Running Office,CASH VAN,DIESEL,35,value in Absolute Number,
2014,September,Arunachal Pradesh,All Vahan Running Office,MOTOR CAB,NOT APPLICABLE,4,value in Absolute Number,
2014,May,Puducherry,All Vahan Running Office,AMBULANCE,PETROL,3,value in Absolute Number,
2020,March,Goa,All Vahan Running Office,THREE WHEELER (PERSONAL),PETROL,3,value in Absolute Number,
2014,October,Mizoram,All Vahan Running Office,THREE WHEELER (PASSENGER),PETROL,26,value in Absolute Number,
2016,February,Chhattisgarh,All Vahan Running Office,M-CYCLE/SCOOTER,ELECTRIC(BOV),3,value in Absolute Number,
2024,September,Chhattisgarh,All Vahan Running Office,CONSTRUCTION EQUIPMENT VEHICLE,DIESEL,42,value in Absolute Number,
2022,July,Bihar,All Vahan Running Office,TRAILER (COMMERCIAL),DIESEL,1,value in Absolute Number,
2025,January,Meghalaya,All Vahan Running Office,MAXI CAB,DIESEL,5,value in Absolute Number,
2022,April,Madhya Pradesh,All Vahan Running Office,THREE WHEELER (PASSENGER),CNG ONLY,17,value in Absolute Number,
2015,May,Karnataka,All Vahan Running Office,MOTOR CAB,PETROL,87,value in Absolute Number,
2024,June,Kerala,All Vahan Running Office,AGRICULTURAL TRACTOR,DIESEL,24,value in Absolute Number,
2016,March,Haryana,All Vahan Running Office,M-CYCLE/SCOOTER,PETROL,37184,value in Absolute Number,
2024,July,Uttarakhand,All Vahan Running Office,AGRICULTURAL TRACTOR,DIESEL,259,value in Absolute Number,
2019,April,Puducherry,All Vahan Running Office,THREE WHEELER (PASSENGER),DIESEL,1,value in Absolute Number,
2018,March,Rajasthan,All Vahan Running Office,DUMPER,CNG ONLY,1,value in Absolute Number,
2021,April,Goa,All Vahan Running Office,THREE WHEELER (GOODS),DIESEL,1,value in Absolute Number,
2024,October,Himachal Pradesh,All Vahan Running Office,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),DIESEL,1,value in Absolute Number,
